Movie	Release_date	Language	Runtime	Budget	Revenue
The Fifth Wheel	November 14, 2013	 Italian	1h 53m		
Living Is Easy with Eyes Closed	May 17, 2014	 Castilian	1h 48m		
Plush	September 13, 2013	 English	1h 38m		
Vai Que Dá Certo	March 22, 2013	 Portuguese	1h 27m	$1,000,000.00	
Ghost Team One	January 20, 2013	 English	1h 47m		$9,195.00
Geography Club	May 22, 2013	 English	1h 19m		
The Dance of Reality	May 23, 2014	 Castilian	2h 10m	$3,000,000.00	
Brazilian Western	May 31, 2013	 Portuguese	1h 48m		
Jodi Arias: Dirty Little Secret	June 22, 2013	 English	1h 29m		
Hide and Seek	January  1, 2014	 Korean	1h 47m		
Nothing Left to Fear	October  4, 2013	 English	1h 40m	$3,000,000.00	$1,675,381.00
The Demented	July 30, 2013	 English	1h 32m		
Raze	April 21, 2013	 English	1h 32m		
We Are the Best!	March 28, 2013	 Swedish	1h 42m		$180,590.00
Go Goa Gone	May 10, 2013	 Hindi	1h 51m		
Sparks	March  1, 2013	 English	1h 30m		
Iron Man & Hulk: Heroes United	December  3, 2013	 English	1h 11m		
Company of Heroes	February 26, 2013	 English	1h 40m		
Le Week-End	February 14, 2014	 English	1h 33m		$2,225,098.00
Suzanne	December 17, 2013	 French	1h 30m		
Long Live Freedom	February 13, 2013	 Italian	1h 34m	$5,000,000.00	$48,125.00
Long Live Freedom	February 13, 2013	 Italian	1h 34m	$5,000,000.00	$48,125.00
Metalhead	October 11, 2013	 Icelandic	1h 37m		
Tim's Vermeer	December  6, 2013	 English	1h 20m		
Stranded	July 26, 2013	 French	1h 24m		
Shield of Straw	April 25, 2013	 Japanese	2h 5m		
A Thousand Times Good Night	October 24, 2014	 Norwegian	1h 51m		
The Good Witch's Destiny	October 26, 2013	 English	1h 22m		
And While We Were Here	April 21, 2012	 English	1h 23m		
The Look of Love	January 19, 2013	 English	1h 45m		
Moebius	August  1, 2014	 Korean	1h 29m		$2,340.00
Spiders	February  8, 2013	 English	1h 29m	$7,000,000.00	
Green Chair 2013 - Love Conceptually	October 31, 2013	 Korean	1h 37m		
Run Boy Run	November 12, 2013	 German	1h 48m		
Sex After Kids	January 26, 2013	 English	1h 45m		
One Small Hitch	February  6, 2015	 English	1h 40m		$7,965.00
The Monkey's Paw	October  8, 2013	 English	1h 28m		
On the Way to School	September 25, 2013	 French	1h 17m		$7,424.00
A Night in Old Mexico	May  1, 2014	 English	1h 43m	$2,000,000.00	
The Ultimate Accessory	December 11, 2013	 English	1h 38m	$1,400,000.00	
The German Doctor	April 25, 2014	 Castilian	1h 30m		
The Inevitable Defeat of Mister & Pete	October 11, 2013	 English	1h 48m		
The Inevitable Defeat of Mister & Pete	October 11, 2013	 English	1h 48m		
As Cool as I Am	June 21, 2013	 English	1h 32m		
The Frankenstein Theory	March  1, 2013	 English	1h 27m		
Panic in the Mailroom	December 10, 2013	 English	0h 5m		
Les Petits princes	June 26, 2013	 French			
Grand Central	August 28, 2013	 French	1h 34m		
Puella Magi Madoka Magica the Movie Part III: Rebellion	December  3, 2013	 Japanese	1h 56m		$12,947,880.00
Sexy Evil Genius	April  9, 2013	 English	1h 25m		
The Face of Love	March  7, 2014	 English	1h 32m	$4,000,000.00	$350,006.00
The Devil's Violinist	January 30, 2013	 English	2h 2m		$11,294.00
The Real Life of Teachers	February 20, 2013	 French	1h 37m		
Dark Touch	September 27, 2013	 English	1h 30m		
Goddess	March 12, 2013	 English	1h 45m	$114.00	
HK: Forbidden Super Hero	April 13, 2013	 Japanese	1h 45m		
Antboy	December 30, 2013	 Danish	1h 16m		
So Young	April 25, 2013	 Chinese	2h 11m		$116,000,000.00
Love Is the Perfect Crime	September  7, 2013	 French	1h 50m		
Jan Dara: The Finale	February  7, 2013	 Thai	2h 18m		
Proxy	September 19, 2013	 English	2h 2m		
Compulsion	June 21, 2013	 English	1h 28m	$4,000,000.00	
Kink	January 19, 2013	 English	1h 20m		
Kink	January 19, 2013	 English	1h 20m		
Wetlands	November 18, 2013	 German	1h 49m		
The White Storm	November 29, 2013	 Cantonese	2h 20m		
A Teacher	September  6, 2013	 English	1h 15m	$100,000.00	
Straight A's	March 19, 2013	 English	1h 28m	$2,000,000.00	
Waltz for Monica	September 13, 2013	 Swedish	1h 51m		
Mystery Road	June  5, 2013	 English	2h 1m		
Montage	May 16, 2013	 Korean	1h 59m		
Madras Cafe	August 23, 2013	 Hindi	2h 10m	$5,400,000.00	$6,500,000.00
The Scapegoat	December 10, 2013	 French	1h 32m		
A Birder's Guide to Everything	April 21, 2013	 English	1h 26m		
Life of a King	June 22, 2013	 English	1h 41m		
Metro Manila	January 20, 2013	 Tagalog	1h 54m		
Collision	January 28, 2014	 English	1h 41m	$7,700,000.00	
Sword Art Online: Extra Edition	April 16, 2013	 Japanese	1h 41m		
Downloaded	June 21, 2013	 English	1h 46m		
Blue Caprice	September 13, 2013	 English	1h 33m		
Saving General Yang	April  4, 2013	 Chinese	1h 42m	$20,000,000.00	
Playing Dead	December 11, 2013	 French	1h 44m		
I Am Divine	March  9, 2013	 English	1h 30m		
Guardians of the Galaxy	August  1, 2014	 English	2h 1m	$170,000,000.00	$773,328,629.00
The Hobbit: The Battle of the Five Armies	December 17, 2014	 English	2h 24m	$250,000,000.00	$956,019,788.00
Interstellar	October 26, 2014	 English	2h 49m	$165,000,000.00	$675,120,017.00
The Maze Runner	September 19, 2014	 English	1h 53m	$34,000,000.00	$348,300,000.00
John Wick	October 24, 2014	 English	1h 41m	$20,000,000.00	$88,761,661.00
The Hunger Games: Mockingjay - Part 1	November 21, 2014	 English	2h 3m	$125,000,000.00	$752,100,229.00
The Equalizer	September 26, 2014	 English	2h 12m	$55,000,000.00	$192,330,738.00
Whiplash	January 16, 2014	 English	1h 47m	$3,300,000.00	$13,092,000.00
X-Men: Days of Future Past	May 23, 2014	 English	2h 11m	$250,000,000.00	$747,862,775.00
Big Hero 6	October 25, 2014	 English	1h 42m	$165,000,000.00	$657,818,612.00
Nightcrawler	October 31, 2014	 English	1h 58m	$8,500,000.00	$50,300,000.00
Edge of Tomorrow	June  6, 2014	 English	1h 53m	$178,000,000.00	$370,541,256.00
The Imitation Game	August 29, 2014	 English	1h 53m	$14,000,000.00	$233,555,708.00
The Purge: Anarchy	July 18, 2014	 English	1h 44m	$9,000,000.00	$108,782,847.00
Night at the Museum: Secret of the Tomb	December 19, 2014	 English	1h 37m	$127,000,000.00	$349,424,282.00
Fury	October 15, 2014	 English	2h 15m	$68,000,000.00	$211,817,906.00
Dawn of the Planet of the Apes	July 11, 2014	 English	2h 10m	$170,000,000.00	$710,644,566.00
Birdman	October 17, 2014	 English	2h 0m	$18,000,000.00	$103,215,094.00
Gone Girl	September 26, 2014	 English	2h 25m	$61,000,000.00	$369,330,363.00
Inherent Vice	October  4, 2014	 English	2h 28m	$20,000,000.00	$11,110,975.00
Maleficent	May 30, 2014	 English	1h 37m	$180,000,000.00	$758,539,785.00
Maleficent	May 30, 2014	 English	1h 37m	$180,000,000.00	$758,539,785.00
Penguins of Madagascar	November 26, 2014	 English	1h 32m	$132,000,000.00	$373,552,094.00
It Follows	September 24, 2014	 English	1h 41m	$2,000,000.00	$14,674,076.00
Transformers: Age of Extinction	June 27, 2014	 English	2h 45m	$210,000,000.00	$1,091,405,097.00
Dracula Untold	October  3, 2014	 English	1h 32m	$10,000,000.00	$217,124,280.00
Sin City: A Dame to Kill For	August 22, 2014	 English	1h 42m	$65,000,000.00	$39,407,616.00
Teenage Mutant Ninja Turtles	August  8, 2014	 English	1h 41m	$125,000,000.00	$477,200,000.00
Sex Tape	July 18, 2014	 English	1h 37m	$40,000,000.00	$126,069,509.00
Divergent	March 21, 2014	 English	2h 19m	$85,000,000.00	$288,747,895.00
American Sniper	November 11, 2014	 English	2h 13m	$58,800,000.00	$542,307,423.00
Into the Woods	December  8, 2014	 English	2h 5m	$50,000,000.00	$212,902,372.00
The Grand Budapest Hotel	March  7, 2014	 English	1h 39m	$30,000,000.00	$174,600,318.00
The Theory of Everything	November 26, 2014	 English	2h 3m	$15,000,000.00	$123,726,688.00
Lucy	July 25, 2014	 English	1h 29m	$40,000,000.00	$126,546,825.00
A Walk Among the Tombstones	September 19, 2014	 English	1h 53m	$28,000,000.00	$53,181,600.00
Seventh Son	February  6, 2015	 English	1h 42m	$95,000,000.00	$114,178,613.00
Before I Go to Sleep	October 31, 2014	 English	1h 32m	$22,000,000.00	$15,447,154.00
RoboCop	February 12, 2014	 English	1h 42m	$120,000,000.00	$242,688,965.00
The Amazing Spider-Man 2	May  2, 2014	 English	2h 22m	$200,000,000.00	$705,717,432.00
Captain America: The Winter Soldier	April  4, 2014	 English	2h 16m	$170,000,000.00	$714,766,572.00
The Loft	January 30, 2015	 English	1h 48m	$14,000,000.00	$10,076,790.00
The Loft	January 30, 2015	 English	1h 48m	$14,000,000.00	$10,076,790.00
Taken 3	January  9, 2015	 English	1h 49m	$48,000,000.00	$325,771,424.00
Transcendence	April 17, 2014	 English	1h 59m	$100,000,000.00	$103,039,258.00
The Interview	December 25, 2014	 English	1h 52m	$44,000,000.00	$12,342,632.00
Into the Storm	August  8, 2014	 English	1h 29m	$50,000,000.00	$160,602,194.00
Exodus: Gods and Kings	December 12, 2014	 English	2h 30m	$140,000,000.00	$268,031,828.00
Let's Be Cops	August 13, 2014	 English	1h 44m	$17,000,000.00	$136,621,271.00
The Drop	September 12, 2014	 English	1h 46m	$12,600,000.00	$19,054,534.00
Horrible Bosses 2	November 26, 2014	 English	1h 48m	$42,000,000.00	$107,670,357.00
The Bélier Family	December 20, 2014	 French	1h 45m	$11,000,000.00	
The Expendables 3	August 15, 2014	 English	2h 7m	$90,000,000.00	$206,172,544.00
Jack Ryan: Shadow Recruit	January 17, 2014	 English	1h 45m	$60,000,000.00	$135,511,030.00
The Fault in Our Stars	May 16, 2014	 English	2h 5m	$12,000,000.00	$307,166,834.00
Life Itself	January 19, 2014	 English	2h 1m		
Ouija	October 24, 2014	 English	1h 29m	$5,000,000.00	$103,590,271.00
The Judge	October 10, 2014	 English	2h 21m	$50,000,000.00	$83,719,388.00
Dumb and Dumber To	November 14, 2014	 English	1h 50m	$40,000,000.00	$169,837,010.00
Stonehearst Asylum	October 24, 2014	 English	1h 52m		
A Most Violent Year	November  6, 2014	 English	2h 5m	$20,000,000.00	$12,007,070.00
The November Man	August 27, 2014	 English	1h 48m	$15,000,000.00	$32,556,119.00
St. Vincent	October 31, 2014	 English	1h 42m	$13,000,000.00	$54,837,234.00
St. Vincent	October 31, 2014	 English	1h 42m	$13,000,000.00	$54,837,234.00
Sorry If I Call You Love	November 17, 2014	 Castilian	1h 45m		
300: Rise of an Empire	March  7, 2014	 English	1h 42m	$110,000,000.00	$337,580,051.00
Sapphire Blue	October 10, 2014	 German	1h 56m		
Beyond the Reach	April 17, 2015	 English	1h 35m		$45,895.00
Hercules	July 25, 2014	 English	1h 39m	$100,000,000.00	$243,400,000.00
Automata	October 10, 2014	 English	1h 50m	$7,000,000.00	
Serial (Bad) Weddings	April 16, 2014	 French	1h 34m	$13,000,000.00	
Left Behind	October  3, 2014	 English	1h 50m	$16,000,000.00	$19,682,924.00
Noah	March 26, 2014	 English	2h 18m	$125,000,000.00	$362,637,473.00
Unbroken	December 25, 2014	 English	2h 17m	$65,000,000.00	$163,442,937.00
When Marnie Was There	May 22, 2015	 Japanese	1h 43m		$561,085.00
Godzilla	May 16, 2014	 English	2h 3m	$160,000,000.00	$529,076,069.00
22 Jump Street	June 13, 2014	 English	1h 52m	$50,000,000.00	$188,441,614.00
Need for Speed	March 14, 2014	 English	2h 10m	$66,000,000.00	$203,277,636.00
The Captive	December 12, 2014	 English	1h 52m		$1,075,178.00
Annabelle	September 29, 2014	 English	1h 39m	$6,500,000.00	$257,047,661.00
Cake	December 31, 2014	 English	1h 42m	$7,000,000.00	$2,360,281.00
Tinker Bell and the Pirate Fairy	April  1, 2014	 English	1h 18m		$20,300,000.00
How to Train Your Dragon 2	June 13, 2014	 English	1h 42m	$145,000,000.00	$609,123,048.00
Annie	December 19, 2014	 English	1h 59m	$65,000,000.00	$133,821,816.00
Annie	December 19, 2014	 English	1h 59m	$65,000,000.00	$133,821,816.00
Brick Mansions	April 25, 2014	 English	1h 30m	$28,000,000.00	$68,896,829.00
The Book of Life	October 17, 2014	 English	1h 35m	$50,000,000.00	$97,437,106.00
Escobar: Paradise Lost	October 11, 2014	 English	2h 0m	$17,000,000.00	$3,758,328.00
Head Full of Honey	November 30, 2018	 German	2h 19m		
Selma	November 11, 2014	 English	2h 7m	$20,000,000.00	$66,787,908.00
Blended	May 23, 2014	 English	1h 57m	$40,000,000.00	$123,494,610.00
Big Eyes	December 25, 2014	 English	1h 45m	$10,000,000.00	$28,883,511.00
Non-Stop	February 28, 2014	 English	1h 46m	$50,000,000.00	$222,809,600.00
The Water Diviner	April 24, 2015	 English	1h 52m	$22,500,000.00	$15,520,023.00
Playing It Cool	February 13, 2015	 English	1h 34m		
The Raid 2	January 21, 2014	 Indonesian	2h 30m	$4,500,000.00	$2,627,209.00
No Good Deed	September 12, 2014	 English	1h 23m	$13,200,000.00	$53,830,415.00
Sabotage	March 28, 2014	 English	1h 50m	$35,000,000.00	$17,508,518.00
Outcast	February 27, 2015	 English	1h 38m	$25,000,000.00	
Under the Skin	August 29, 2013	 English	1h 48m	$13,300,000.00	$5,380,251.00
Love, Rosie	December  6, 2014	 English	1h 42m		$4,439,431.00
I, Frankenstein	January 24, 2014	 English	1h 32m	$65,000,000.00	$71,154,592.00
A Million Ways to Die in the West	May 30, 2014	 English	1h 56m	$40,000,000.00	$86,410,000.00
Song of the Sea	December 19, 2014	 English	1h 33m		$857,522.00
The Giver	August 11, 2014	 English	1h 34m	$25,000,000.00	$66,980,456.00
The Giver	August 11, 2014	 English	1h 34m	$25,000,000.00	$66,980,456.00
3 Days to Kill	February 14, 2014	 English	1h 53m	$28,000,000.00	$52,597,999.00
Boyhood	January 19, 2014	 English	2h 44m	$4,000,000.00	$44,349,000.00
Maps to the Stars	February 27, 2015	 English	1h 52m	$15,000,000.00	$1,338,365.00
And So It Goes	July 25, 2014	 English	1h 34m	$18,000,000.00	$25,312,387.00
Tinker Bell and the Legend of the NeverBeast	March  3, 2015	 English	1h 17m		
If I Stay	August 22, 2014	 English	1h 46m	$11,000,000.00	$78,874,843.00
The Signal	June 13, 2014	 English	1h 35m	$4,000,000.00	$600,896.00
Camp X-Ray	January 17, 2014	 English	1h 57m	$1,000,000.00	$59,744.00
As Above, So Below	August 29, 2014	 English	1h 33m	$5,000,000.00	$40,100,000.00
Calvary	January 19, 2014	 English	1h 42m		$3,593,460.00
A Merry Friggin' Christmas	November  7, 2014	 English	1h 28m		
Still Alice	December  5, 2014	 English	1h 41m	$5,000,000.00	$43,884,652.00
Leviathan	December 25, 2014	 Russian	2h 20m	$4,000,000.00	$4,396,821.00
Suite Française	November  5, 2014	 English	1h 43m	$15,000,000.00	$9,104,716.00
Winter's Tale	February 13, 2014	 English	1h 58m	$60,000,000.00	$30,800,231.00
Mr. Peabody & Sherman	March  7, 2014	 English	1h 32m	$145,000,000.00	$272,912,430.00
Neighbors	March  8, 2014	 English	1h 36m	$18,000,000.00	$268,157,400.00
The Lego Movie	February  7, 2014	 English	1h 40m	$60,000,000.00	$469,160,692.00
The Hundred-Foot Journey	August  8, 2014	 English	2h 2m	$22,000,000.00	$88,880,821.00
Predestination	January  9, 2015	 English	1h 37m	$5,500,000.00	$3,000,000.00
Predestination	January  9, 2015	 English	1h 37m	$5,500,000.00	$3,000,000.00
The Prince	August 22, 2014	 English	1h 33m	$18,000,000.00	
Step Up All In	July 25, 2014	 English	1h 52m	$45,000,000.00	$86,165,646.00
Black Mirror: White Christmas	December 16, 2014	 English	1h 14m		
Before We Go	May 21, 2015	 English	1h 29m		$37,151.00
Best in Bed	January 15, 2014	 French	1h 31m		
Black Sea	January 23, 2015	 English	1h 55m		$1,171,559.00
In My Dreams	April 20, 2014	 English	1h 34m		
The Admiral: Roaring Currents	August 15, 2014	 Korean	2h 6m	$9,500,000.00	$112,156,811.00
The Other Woman	April 25, 2014	 English	1h 49m	$40,000,000.00	$196,781,193.00
Wolves	November 14, 2014	 English	1h 30m	$18,000,000.00	
The Gambler	December 25, 2014	 English	1h 51m	$25,000,000.00	$39,171,130.00
Mommy	August 29, 2014	 English	2h 19m	$4,900,000.00	$3,494,070.00
Two Night Stand	September 26, 2014	 English	1h 26m		$18,612.00
Trash	October  9, 2015	 Portuguese	1h 52m		
Rio 2	April 11, 2014	 English	1h 42m	$103,000,000.00	$500,188,435.00
The Monuments Men	February  7, 2014	 English	1h 58m	$70,000,000.00	$154,984,035.00
Time Lapse	May 24, 2014	 English	1h 44m		
Paddington	January 16, 2015	 English	1h 36m	$55,000,000.00	$259,207,227.00
Serena	December 25, 2014	 English	1h 42m		$176,391.00
The Best of Me	October 17, 2014	 English	1h 57m	$26,000,000.00	$35,926,213.00
The Best of Me	October 17, 2014	 English	1h 57m	$26,000,000.00	$35,926,213.00
Laggies	October 24, 2014	 English	1h 40m		$1,066,981.00
Who Am I	September 29, 2014	 German	1h 45m		
Tusk	September 19, 2014	 English	1h 42m	$2,800,000.00	$1,826,705.00
Rage	May  9, 2014	 English	1h 38m	$21,000,000.00	
Rurouni Kenshin: Kyoto Inferno	August  1, 2014	 Japanese	2h 18m		
This Is Where I Leave You	September 19, 2014	 English	1h 43m	$19,800,000.00	$41,296,320.00
Wild Tales	November 20, 2014	 Castilian	2h 5m		$27,007,072.00
Deliver Us from Evil	July  2, 2014	 English	1h 58m	$30,000,000.00	
Adult Beginners	April 24, 2015	 English	1h 30m		$108,808.00
Walk of Shame	May  2, 2014	 English	1h 35m	$15,000,000.00	$59,209.00
Rurouni Kenshin: The Legend Ends	February  7, 2015	 Japanese	2h 15m		
Locke	April 25, 2014	 English	1h 25m	$2,000,000.00	$4,635,300.00
The Double	May  9, 2014	 English	1h 33m		$200,406.00
The Boxtrolls	September 26, 2014	 English	1h 37m	$60,000,000.00	$108,255,770.00
The Legend of Hercules	January 10, 2014	 English	1h 39m	$70,000,000.00	$61,279,452.00
Beyond the Lights	November 14, 2014	 English	1h 56m	$7,000,000.00	$14,618,727.00
Behaving Badly	September  5, 2014	 English	1h 32m		
Vampire Academy	February  7, 2014	 English	1h 44m		
The Green Inferno	November  2, 2013	 English	1h 40m	$5,000,000.00	$6,833,445.00
Frank	January 17, 2014	 English	1h 35m		$645,186.00
Frank	January 17, 2014	 English	1h 35m		$645,186.00
Feast	November  7, 2014	 English	0h 6m		
Endless Love	February 14, 2014	 English	1h 43m	$20,000,000.00	$34,077,920.00
Wild	August 29, 2014	 English	1h 55m	$15,000,000.00	$52,501,541.00
Good People	September 26, 2014	 English	1h 30m		
Grace of Monaco	June  6, 2014	 English	1h 43m	$30,000,000.00	$26,576,000.00
Walking on Sunshine	September 25, 2014	 English	1h 37m		
13 Sins	April 18, 2014	 English	1h 33m	$5,000,000.00	$13,809.00
The Voices	January 19, 2014	 English	1h 41m		
The Babadook	January 17, 2014	 English	1h 33m	$2,000,000.00	$6,676,471.00
The Cobbler	September 11, 2014	 English	1h 38m		
Asterix: The Mansions of the Gods	January  2, 2015	 French	1h 25m	$30,000,000.00	
Kill the Messenger	October 10, 2014	 English	1h 52m	$5,000,000.00	$2,450,846.00
Life After Beth	August 15, 2014	 English	1h 30m	$2,400,000.00	$88,273.00
Veronica Mars	March  8, 2014	 English	1h 47m	$6,000,000.00	$3,485,127.00
Finding Vivian Maier	November 17, 2013	 English	1h 23m		$1,503,616.00
Mythica: A Quest for Heroes	December  8, 2014	 English	1h 33m		
Chef	March  7, 2014	 English	1h 54m	$11,000,000.00	$45,967,935.00
Pompeii	February 21, 2014	 English	1h 45m	$130,000,000.00	$117,831,631.00
Redirected	November 13, 2014	 English	1h 39m	$2,700,000.00	
Foxcatcher	January 16, 2015	 English	2h 14m	$24,000,000.00	$12,096,300.00
Foxcatcher	January 16, 2015	 English	2h 14m	$24,000,000.00	$12,096,300.00
Haider	October  2, 2014	 Hindi	2h 30m	$7,000,000.00	$11,500,000.00
What We Do in the Shadows	January 19, 2014	 English	1h 26m	$1,600,000.00	$6,263,224.00
The Homesman	August 29, 2014	 English	2h 2m	$16,000,000.00	$3,442,853.00
The Monkey King	January  9, 2014	 Chinese	1h 59m	$82,000,000.00	
Beauty and the Beast	June  9, 2014	 French	1h 52m	$33,000,000.00	$49,100,000.00
Big Game	June 26, 2015	 English	1h 30m	$8,500,000.00	$7,500,000.00
In Order of Disappearance	February 21, 2014	 Norwegian	1h 55m	$4,161,012.00	
'71	February 27, 2015	 English	1h 39m	$11,000,000.00	$3,200,000.00
A Haunted House 2	April 18, 2014	 English	1h 27m		
American Heist	July 14, 2015	 English	1h 34m	$10,000,000.00	
Son of a Gun	December 11, 2014	 English	1h 48m		
A Most Wanted Man	January 19, 2014	 English	2h 1m	$15,000,000.00	$31,554,855.00
Wish I Was Here	January 18, 2014	 English	2h 0m	$5,500,000.00	$5,483,299.00
Get on Up	August  1, 2014	 English	2h 19m		$31,911,598.00
I Origins	July 18, 2014	 English	1h 46m		$336,472.00
Batman: Assault on Arkham	August 12, 2014	 English	1h 15m		$4,571,025.00
Labyrinth of Lies	September 30, 2015	 German	2h 2m		$794,452.00
The Absent One	December 20, 2014	 Danish	1h 59m		
Dolphin Tale 2	September 12, 2014	 English	1h 47m	$36,000,000.00	$52,424,533.00
Son of God	February 28, 2014	 English	2h 18m	$22,000,000.00	$67,800,064.00
